127.0.0.1 - - [08/Feb/2018:17:55:39 +0000] "GET /condicionamento.php HTTP/1.0" 200 349 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:17:55:44 +0000] "GET /indexc.php HTTP/1.0" 200 309 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:17:55:47 +0000] "GET /index.php HTTP/1.0" 200 309 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:17:55:59 +0000] "GET /loo%C2%B4p.php HTTP/1.0" 404 564 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:17:56:00 +0000] "GET /loop.php HTTP/1.0" 200 502 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:17:57:22 +0000] "GET /variaveis.php HTTP/1.0" 200 395 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:19:15 +0000] "GET /variaveis.php HTTP/1.0" 200 379 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:19:22 +0000] "GET /variaveis.php HTTP/1.0" 200 395 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:23:09 +0000] "GET /variaveis.php HTTP/1.0" 200 420 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:23:35 +0000] "GET /variaveis.php HTTP/1.0" 200 442 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:25:23 +0000] "GET /variaveis.php HTTP/1.0" 200 442 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:26:00 +0000] "GET /variaveis.php HTTP/1.0" 200 524 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:26:09 +0000] "GET /variaveis.php HTTP/1.0" 200 464 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:27:37 +0000] "GET /condicionamento.php HTTP/1.0" 200 349 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:28:28 +0000] "GET /condicionamento.php HTTP/1.0" 200 288 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:28:31 +0000] "GET /condicionamento.php HTTP/1.0" 200 349 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:37:33 +0000] "GET /loop.php HTTP/1.0" 200 502 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:37:46 +0000] "GET /loop.php HTTP/1.0" 200 491 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:42:10 +0000] "GET /loop.php HTTP/1.0" 200 2979368765 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:42:11 +0000] "GET /loop.php HTTP/1.0" 200 755 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
127.0.0.1 - - [08/Feb/2018:18:42:38 +0000] "GET /loop.php HTTP/1.0" 200 755 "-" "Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.140 Safari/537.36"
